QSO RA Dec zem zmin zmax zabs logN elogN
"SDSS J123612.82+651339.1" 189.05349 65.2275 3.239 2.307 3.169 2.6406 20.50 0.15
"SDSS J123625.75+360744.0" 189.10733 36.1289 4.009 3.535 3.927 nan nan nan
"SDSS J123637.44+615814.4" 189.15606 61.9707 2.520 2.307 2.462 nan nan nan
"SDSS J123638.55+381043.2" 189.16065 38.1787 3.505 2.627 3.431 nan nan nan
"SDSS J123639.28+543249.6" 189.16367 54.5471 3.566 2.706 3.491 3.0406 20.35 0.15
"SDSS J123641.45+655442.1" 189.17276 65.9117 3.387 2.307 3.315 3.0898 20.25 0.20
"2MASSi J1236513+453334" 189.21368 45.5596 2.560 2.307 2.502 nan nan nan
"SDSS J123654.46+134127.5" 189.22694 13.6910 3.149 2.761 3.081 nan nan nan
"SDSS J123659.89+004212.1" 189.24957 0.7034 2.368 2.307 2.313 nan nan nan
"SDSS J123706.10+382357.8" 189.27544 38.3994 2.473 2.307 2.416 nan nan nan
"SDSS J123706.53+361516.8" 189.27722 36.2547 4.106 3.234 4.022 3.3251 20.15 0.20
nan nan nan nan nan nan 3.6408 20.20 0.20
nan nan nan nan nan nan 3.6714 20.40 0.20
"LBQS 1234+0122" 189.35216 1.1043 2.030 1.634 1.980 nan nan nan
"SDSS J123729.74+005433.5" 189.37395 0.9093 3.283 2.394 3.213 nan nan nan
"SDSS J123731.68+574907.9" 189.38207 57.8189 3.123 2.438 3.055 2.7324 20.35 0.20
"LBQS 1235+1453" 189.40176 14.6112 2.681 2.316 2.621 nan nan nan
"SDSS J123741.14+475353.3" 189.42144 47.8982 2.585 2.307 2.526 nan nan nan
"SDSS J1237+6301" 189.42951 63.0291 3.425 2.593 3.352 nan nan nan
"SDSS J123746.04+663017.2" 189.44191 66.5048 2.450 2.307 2.393 nan nan nan
"LBQS 1235+1807A" 189.44274 17.8489 2.410 1.782 2.354 nan nan nan
"SDSS J123746.76+533342.8" 189.44485 53.5619 4.069 3.638 3.986 nan nan nan
"SDSS J123748.99+012606.9" 189.45413 1.4353 3.145 2.341 3.077 nan nan nan
"SDSS J123749.39+654855.0" 189.45583 65.8153 2.463 2.307 2.406 nan nan nan
"SDSS J123817.64+405632.5" 189.57351 40.9424 3.604 3.163 3.528 nan nan nan
"SDSS J123821.66+010518.6" 189.59027 1.0885 3.151 2.390 3.083 nan nan nan
"SDSS J123831.45+443258.1" 189.63107 44.5495 3.268 2.584 3.198 nan nan nan
"SDSS J123834.69+551742.8" 189.64463 55.2952 2.465 2.307 2.408 nan nan nan
"SDSS J123840.93+343703.3" 189.67057 34.6176 2.572 2.307 2.513 2.4714 20.80 0.15
"SDSS J123848.34+393045.3" 189.70146 39.5126 2.516 2.307 2.458 nan nan nan
"LBQS 1236-0043" 189.73375 -0.9919 1.840 1.690 1.793 nan nan nan
"SDSS J123906.82+322147.3" 189.77842 32.3631 3.936 3.191 3.855 nan nan nan
"LBQS 1236-0207" 189.86674 -2.3921 2.250 1.729 2.197 nan nan nan
"SDSS J123930.24+501512.2" 189.87601 50.2534 2.380 2.307 2.325 nan nan nan
"SDSS J123936.33+361404.2" 189.90142 36.2345 3.114 2.943 3.047 nan nan nan
"SDSS J123937.17+674020.7" 189.90490 67.6725 4.400 3.866 4.311 4.2545 20.30 0.25
"SDSS J123937.55+343701.8" 189.90650 34.6172 2.463 2.307 2.406 nan nan nan
"SDSS J123946.76+650832.4" 189.94485 65.1424 3.126 2.403 3.058 nan nan nan
"SDSS J124002.65+443206.1" 190.01107 44.5350 3.029 2.681 2.963 nan nan nan
"LBQS 1237+1515" 190.01548 14.9852 2.040 1.634 1.990 nan nan nan
"LBQS 1237+1508" 190.04106 14.8617 2.070 1.634 2.020 nan nan nan
"LBQS 1237+0107" 190.04482 0.8581 1.810 1.733 1.764 nan nan nan
"SDSS J1240+1455" 190.08714 14.9266 3.107 2.309 3.040 3.0241 20.45 0.15
"LBQS 1237+1212" 190.08754 11.9277 2.310 1.634 2.256 nan nan nan
"SDSS J124028.46+453356.5" 190.11862 45.5657 3.250 2.653 3.180 nan nan nan
"SDSS J124051.74+392327.0" 190.21561 39.3908 2.845 2.451 2.782 nan nan nan
"SDSS J124101.26+090829.7" 190.25528 9.1416 3.096 2.694 3.029 nan nan nan
"SDSS J124103.84+421405.1" 190.26601 42.2348 3.192 2.763 3.123 nan nan nan
"SDSS J124138.32+461717.0" 190.40971 46.2881 2.770 2.384 2.708 2.6668 20.70 0.15
"SDSS J124138.96+043719.2" 190.41234 4.6220 3.754 3.310 3.676 nan nan nan
"SDSS J124140.91+443932.8" 190.42050 44.6591 3.175 2.812 3.107 nan nan nan
"SDSS J124146.19+022806.3" 190.44248 2.4685 2.884 2.307 2.820 nan nan nan
"SDSS J124155.37+561322.9" 190.48074 56.2230 2.925 2.307 2.861 nan nan nan
"SDSS J124157.54+633241.6" 190.48978 63.5449 2.624 2.307 2.565 nan nan nan
"SDSS J1241+1230" 190.49245 12.5165 2.971 2.564 2.906 nan nan nan
"SDSS J124200.49+341454.2" 190.50206 34.2484 2.943 2.307 2.878 nan nan nan
"SDSS J124204.27+625712.1" 190.51782 62.9534 3.321 2.904 3.250 3.0337 20.25 0.20
"SDSS J124205.02+111250.8" 190.52096 11.2141 2.827 2.522 2.764 nan nan nan
"LBQS 1239+1435" 190.52548 14.3225 1.930 1.634 1.882 nan nan nan
"SDSS J124206.94+624438.0" 190.52892 62.7439 3.042 2.867 2.976 nan nan nan
"SDSS J124207.40-021727.7" 190.53087 -2.2911 3.065 2.307 2.998 nan nan nan
"B2 1239+37" 190.54088 37.3349 3.819 2.836 3.740 nan nan nan
"LBQS 1239+0249" 190.58366 2.5493 2.220 1.719 2.167 nan nan nan
"SDSS J124229.16+414938.6" 190.62151 41.8274 3.083 2.406 3.016 nan nan nan
"SDSS J124230.58+542257.3" 190.62744 54.3826 4.730 4.495 4.636 nan nan nan
"SDSS J124235.04+490536.0" 190.64602 49.0934 2.837 2.444 2.774 nan nan nan
"SDSS J124247.91+521306.8" 190.69963 52.2186 5.036 4.093 4.935 nan nan nan
"LBQS 1240+1516" 190.72237 14.9977 2.280 1.634 2.226 1.7380 20.70 0.20
"SDSS J124300.34+113554.6" 190.75147 11.5985 2.940 2.585 2.875 nan nan nan
"SDSS J124302.42+521009.8" 190.76010 52.1694 2.557 2.307 2.499 nan nan nan
"SDSS J124306.55+530522.0" 190.77733 53.0895 3.566 2.371 3.491 nan nan nan
"LBQS 1240+1504" 190.80392 14.8034 1.850 1.634 1.803 nan nan nan
"SDSS J124334.51+445141.3" 190.89382 44.8615 2.365 2.307 2.310 nan nan nan
"SDSS J124345.37-010322.3" 190.93910 -1.0562 2.430 2.307 2.374 nan nan nan
"SDSS J124351.48+453257.2" 190.96453 45.5492 3.201 2.834 3.132 nan nan nan
"SDSS J124359.55+633606.7" 190.99818 63.6019 3.000 2.591 2.934 nan nan nan
"SDSS J124400.04+553406.8" 191.00023 55.5686 4.660 3.776 4.566 nan nan nan
"SDSS J124426.82+671021.9" 191.11181 67.1727 3.122 2.700 3.054 nan nan nan
"SDSS J124451.43+141802.0" 191.21436 14.3006 2.528 2.307 2.470 nan nan nan
"SDSS J124454.77+645245.6" 191.22824 64.8794 2.455 2.307 2.398 nan nan nan
"SDSS J124456.12+601946.3" 191.23389 60.3295 2.806 2.488 2.744 nan nan nan
"SDSS J124456.98+620142.9" 191.23747 62.0286 3.057 2.307 2.990 nan nan nan
"SDSS J124504.98+510433.5" 191.27077 51.0760 2.514 2.364 2.456 nan nan nan
"SDSS J124508.06+532429.1" 191.28363 53.4081 2.763 2.390 2.701 nan nan nan
"SDSS J124515.46+382247.5" 191.31446 38.3799 4.963 4.031 4.864 4.4480 20.80 0.20
"LBQS 1242+0213" 191.31859 1.9448 1.990 1.634 1.941 nan nan nan
"LBQS 1242+1732" 191.34863 17.2711 1.830 1.696 1.784 nan nan nan
"LBQS 1242+0006" 191.35250 -0.1606 2.080 1.634 2.029 nan nan nan
"LBQS 1242+1737" 191.36171 17.3481 1.860 1.634 1.813 nan nan nan
"SDSS J124543.83+385430.3" 191.43266 38.9084 2.543 2.307 2.485 nan nan nan
"SDSS J124547.76+414334.7" 191.44901 41.7263 2.906 2.307 2.842 nan nan nan
"LBQS 1243+0121" 191.46437 1.0847 2.809 2.432 2.747 nan nan nan
"SDSS J124602.04+042658.4" 191.50855 4.4496 2.439 2.307 2.383 nan nan nan
"SDSS J124628.83+400839.5" 191.62016 40.1443 2.368 2.307 2.313 nan nan nan
"LBQS 1244+1129" 191.66822 11.2175 3.148 2.307 3.080 nan nan nan
"SDSS J124645.15+644036.0" 191.68821 64.6767 3.622 3.432 3.546 nan nan nan
"LBQS 1244+1642" 191.69664 16.4373 2.870 1.848 2.807 nan nan nan
"SDSS J124655.27+604330.6" 191.73038 60.7252 3.331 2.467 3.260 nan nan nan
"SDSS J124659.55+421735.4" 191.74813 42.2932 3.149 2.446 3.081 2.4925 20.25 0.20
"SDSS J124712.95+673009.9" 191.80405 67.5028 3.112 2.307 3.045 nan nan nan
"SDSS J124718.01+042714.5" 191.82509 4.4541 3.718 3.333 3.641 nan nan nan
"[HB89] 1244+347" 191.84375 34.4575 2.480 1.640 2.423 1.8593 20.50 0.20
"SDSS J124747.51+485417.2" 191.94799 48.9048 2.930 2.541 2.866 nan nan nan
"SDSS J124748.44+042627.0" 191.95187 4.4409 2.783 2.397 2.721 2.4222 20.20 0.20
"SDSS J124753.19-014712.2" 191.97165 -1.7867 3.672 2.688 3.595 nan nan nan
"SDSS J124812.40+554600.1" 192.05168 55.7667 3.165 2.470 3.097 nan nan nan
"SDSS J124820.21+311043.2" 192.08423 31.1787 4.346 3.088 4.258 3.6970 20.35 0.10
nan nan nan nan nan nan 4.0750 20.20 0.15
"SDSS J124830.64+491400.2" 192.12768 49.2334 3.073 2.898 3.006 nan nan nan
"SDSS J124831.65+580928.8" 192.13191 58.1580 2.593 2.307 2.534 nan nan nan
"SDSS J124834.71+463917.2" 192.14466 46.6548 3.237 2.348 3.167 nan nan nan
"SDSS J124836.80+474034.7" 192.15338 47.6763 2.701 2.322 2.640 nan nan nan
"SDSS J124837.31+130440.9" 192.15548 13.0780 3.721 2.315 3.644 nan nan nan
"LBQS 1246-0059" 192.16701 -1.2600 2.450 1.669 2.393 nan nan nan
"SDSS J124845.63+520247.1" 192.19016 52.0464 2.344 2.307 2.289 nan nan nan
"SDSS J124847.29+492008.2" 192.19708 49.3356 3.837 2.740 3.758 nan nan nan
"LBQS 1246+0032" 192.24861 0.2626 2.310 1.651 2.256 nan nan nan
"SDSS J124924.36+592932.2" 192.35151 59.4923 2.609 2.307 2.550 nan nan nan
"LBQS 1246-0217" 192.35361 -2.5610 2.110 1.634 2.059 1.7790 21.20 0.20
"SDSS J124935.53+132941.1" 192.39807 13.4948 2.642 2.307 2.582 nan nan nan
"SDSS J124942.12+334953.8" 192.42552 33.8316 4.897 3.314 4.800 4.5720 19.80 0.10
"SDSS J124943.67+152707.0" 192.43197 15.4520 3.995 3.132 3.913 nan nan nan
"SDSS J124957.23-015928.8" 192.48850 -1.9913 3.629 2.406 3.553 nan nan nan
"SDSS J125013.96+114105.7" 192.55818 11.6849 2.406 2.307 2.350 nan nan nan
"SDSS J125025.40+183458.1" 192.60588 18.5828 4.557 3.689 4.464 nan nan nan
"SDSS J125032.99+484630.8" 192.63747 48.7752 2.587 2.400 2.528 nan nan nan
"SDSS J125041.31+031619.2" 192.67213 3.2720 3.550 3.116 3.475 nan nan nan
"SDSS J125049.57+475011.7" 192.70658 47.8366 3.136 2.713 3.068 nan nan nan
"SDSS J125050.39+144805.0" 192.71000 14.8014 4.052 3.013 3.969 nan nan nan
"SDSS J125118.67+130825.3" 192.82783 13.1404 3.398 2.658 3.326 nan nan nan
"SDSS J125125.36+412000.4" 192.85568 41.3335 3.173 2.344 3.105 2.7304 21.00 0.20
"SDSS J125131.72+661627.1" 192.88218 66.2742 3.019 2.607 2.953 2.7773 20.45 0.15
"SDSS J125143.16+000725.8" 192.92987 0.1239 2.955 2.307 2.890 nan nan nan
"SDSS J125200.35+450005.2" 193.00150 45.0015 2.439 2.307 2.383 nan nan nan
"SDSS J125206.16+553603.0" 193.02568 55.6009 2.529 2.410 2.471 nan nan nan
"SDSS J125226.88+455747.3" 193.11201 45.9632 3.237 2.828 3.167 nan nan nan
"SDSS J125227.28+001001.9" 193.11368 0.1672 3.555 2.858 3.480 nan nan nan
"SDSS J125241.54-002040.5" 193.17313 -0.3446 2.891 2.506 2.827 nan nan nan
"SDSS J125304.33+550108.3" 193.26806 55.0190 2.899 2.307 2.835 2.7245 20.55 0.20
"SDSS J125305.01+453333.6" 193.27091 45.5594 2.448 2.307 2.391 nan nan nan
"SDSS J125306.73+130604.9" 193.27806 13.1014 3.625 2.544 3.549 2.9818 20.50 0.15
"SDSS J125316.09+114720.6" 193.31705 11.7891 3.284 2.307 3.214 2.9441 20.35 0.15
"SDSS J125319.10+454152.8" 193.32961 45.6980 3.526 3.037 3.452 nan nan nan
"B3 1251+468" 193.33505 46.5639 2.452 2.307 2.395 nan nan nan
"SDSS J125328.10+494751.0" 193.36711 49.7975 3.575 2.362 3.500 2.9160 20.65 0.15
"SDSS J125329.98+000730.1" 193.37495 0.1250 2.694 2.345 2.633 nan nan nan
"SDSS J125333.31+050705.2" 193.38882 5.1181 3.102 2.709 3.035 nan nan nan
"SDSS J125336.35-022807.6" 193.40147 -2.4688 4.007 2.868 3.925 3.6080 19.95 0.10
"SDSS J125345.48+051611.2" 193.43954 5.2698 2.396 2.307 2.340 nan nan nan
"SDSS J125353.35+104603.1" 193.47230 10.7675 4.918 3.993 4.819 nan nan nan
"SDSS J1253+6817" 193.47378 68.2873 3.473 2.446 3.400 nan nan nan
"SDSS J125356.90+111355.3" 193.48711 11.2320 3.009 2.648 2.943 2.8095 20.65 0.20
"SDSS J125418.97+534852.3" 193.57905 53.8145 2.478 2.307 2.421 nan nan nan
"SDSS J125426.69+412715.4" 193.61125 41.4543 3.317 2.939 3.246 nan nan nan
"SDSS J125430.36+450935.3" 193.62655 45.1598 2.608 2.307 2.549 nan nan nan
"SDSS J125438.40+043010.9" 193.66002 4.5030 2.466 2.307 2.409 nan nan nan
"SDSS J125444.69+140046.7" 193.68625 14.0130 3.820 2.983 3.741 nan nan nan
"UM 524" 193.72833 1.0022 2.389 2.307 2.333 nan nan nan
"SDSS J125525.66+030518.4" 193.85696 3.0885 2.530 2.307 2.472 nan nan nan
"SDSS J125526.36+613121.2" 193.85986 61.5226 2.970 2.823 2.905 nan nan nan
"SDSS J125526.52+334821.4" 193.86052 33.8060 3.402 3.027 3.330 nan nan nan
"SDSS J125537.33+520220.9" 193.90556 52.0392 2.518 2.307 2.460 nan nan nan
"SDSS J125620.41+144216.5" 194.08507 14.7046 2.500 2.307 2.443 nan nan nan
"SDSS J125623.55+503350.1" 194.09821 50.5639 2.567 2.307 2.508 nan nan nan
"SDSS J125630.27+054439.1" 194.12613 5.7442 3.258 2.880 3.188 nan nan nan
"SDSS J125644.97+510710.1" 194.18744 51.1195 2.588 2.542 2.529 nan nan nan
"SDSS J125648.84+042051.0" 194.20354 4.3475 2.655 2.307 2.595 nan nan nan
"SDSS J125650.35+041323.9" 194.20981 4.2233 3.139 2.738 3.071 3.0232 20.95 0.20
"SDSS J125659.47+301439.0" 194.24783 30.2442 2.946 2.307 2.881 2.8809 20.70 0.15
"SDSS J125659.79-033813.8" 194.24914 -3.6372 2.974 2.596 2.909 nan nan nan
"SDSS J125704.11+341920.8" 194.26714 34.3225 3.133 2.496 3.065 nan nan nan
"SDSS J125705.89+530213.2" 194.27458 53.0370 2.892 2.803 2.828 nan nan nan
"SDSS J125716.01+481948.4" 194.31675 48.3301 4.591 4.094 4.499 nan nan nan
"SDSS J125718.02+374729.9" 194.32513 37.7916 4.733 3.837 4.637 nan nan nan
"SDSS J125720.18+490158.4" 194.33411 49.0329 2.388 2.307 2.332 nan nan nan
"SDSS J125726.27+345410.7" 194.35950 34.9030 3.167 2.307 3.099 nan nan nan
"SDSS J125743.51+341520.9" 194.43133 34.2558 3.787 3.027 3.708 3.3393 20.40 0.20
"SDSS J125743.93+535942.1" 194.43308 53.9950 2.376 2.307 2.321 nan nan nan
"SDSS J125759.21-011130.2" 194.49675 -1.1918 4.112 2.999 4.028 4.0215 20.30 0.15
"SDSS J125759.76+120103.9" 194.49902 12.0177 3.122 2.715 3.054 nan nan nan
"SDSS J125824.56-033140.6" 194.60236 -3.5280 2.376 2.328 2.321 nan nan nan
"SDSS J125825.08+044129.3" 194.60450 4.6915 2.427 2.307 2.371 nan nan nan
"SDSS J125826.44+403029.0" 194.61019 40.5081 2.759 2.374 2.697 nan nan nan
"SDSS J125832.14+290903.0" 194.63395 29.1508 3.483 2.584 3.409 3.0662 20.10 0.20
nan nan nan nan nan nan 3.1736 21.35 0.15
nan nan nan nan nan nan 3.3515 20.55 0.15
"SDSS J125837.61-013033.6" 194.65674 -1.5094 2.837 2.507 2.774 nan nan nan
"SDSS J125838.94+633332.9" 194.66232 63.5592 2.931 2.529 2.867 nan nan nan
"SDSS J125841.50+623912.4" 194.67295 62.6534 3.325 2.356 3.254 nan nan nan
"SDSS J125847.60+543811.7" 194.69835 54.6366 3.807 2.901 3.728 3.3781 20.20 0.20
"SDSS J125850.56+622851.6" 194.71067 62.4811 2.781 2.394 2.719 2.6568 20.60 0.15
"SDSS J125853.64+435541.4" 194.72354 43.9282 2.560 2.307 2.502 nan nan nan
"SDSS J125854.73+340557.9" 194.72809 34.0994 2.857 2.307 2.794 nan nan nan
"SDSS J125903.25+621211.6" 194.76356 62.2032 3.240 2.820 3.170 nan nan nan
"SDSS J125906.79+342529.9" 194.77831 34.4250 2.760 2.419 2.698 nan nan nan
"SDSS J125914.83+672011.8" 194.81185 67.3366 2.442 2.307 2.386 nan nan nan
"SDSS J125938.09+675039.5" 194.90880 67.8443 2.494 2.327 2.437 nan nan nan
"SDSS J125948.77+635536.9" 194.95325 63.9269 3.114 2.484 3.047 nan nan nan
"SDSS J125954.26-022153.9" 194.97612 -2.3650 2.351 2.307 2.296 nan nan nan
"SDSS J130002.16+011823.0" 195.00902 1.3064 4.619 3.741 4.525 nan nan nan
"SDSS J130011.30+405434.6" 195.04711 40.9096 2.949 2.326 2.884 nan nan nan
"SDSS J130022.57+490929.0" 195.09408 49.1581 2.434 2.307 2.378 nan nan nan
"SDSS J130024.29+290147.5" 195.10123 29.0299 3.946 3.033 3.865 nan nan nan
"SDSS J130035.29-003928.2" 195.14705 -0.6579 3.626 3.169 3.550 nan nan nan
"SDSS J130039.20+413331.2" 195.16336 41.5587 3.234 2.459 3.165 nan nan nan
"SDSS J130047.83+475439.3" 195.19932 47.9109 3.941 3.170 3.860 nan nan nan
"SDSS J130055.01+454535.9" 195.22922 45.7600 4.041 3.064 3.958 nan nan nan
"SDSS J130055.67+055620.5" 195.23198 5.9391 2.434 2.307 2.378 nan nan nan
"SDSS J130108.90+022152.3" 195.28715 2.3645 2.641 2.486 2.581 nan nan nan
"SDSS J130110.95+252738.3" 195.29567 25.4607 4.666 3.781 4.572 nan nan nan
"SDSS J130118.31+445350.2" 195.32632 44.8973 3.669 2.738 3.592 nan nan nan
"SDSS J130124.46-015407.4" 195.35193 -1.9021 3.013 2.707 2.947 nan nan nan
"SDSS J130129.43+045613.6" 195.37266 4.9371 3.264 2.880 3.194 nan nan nan
"SDSS J130134.24+323608.4" 195.39270 32.6023 3.216 2.307 3.147 2.4775 20.10 0.20
"SDSS J130137.24+124605.0" 195.40519 12.7681 4.104 3.034 4.020 nan nan nan
"SDSS J130149.12+454526.3" 195.45467 45.7573 2.979 2.403 2.914 nan nan nan
"SDSS J130149.48+044023.4" 195.45618 4.6732 4.071 3.570 3.988 nan nan nan
"SDSS J130149.86-033031.3" 195.45776 -3.5087 2.393 2.307 2.337 nan nan nan
"SDSS J130150.33+535432.3" 195.45972 53.9090 3.673 2.756 3.596 nan nan nan
"SDSS J130152.55+221012.1" 195.46899 22.1700 4.805 3.898 4.708 4.2130 20.50 0.20
"SDSS J130152.57-030729.3" 195.46906 -3.1248 3.071 2.307 3.004 nan nan nan
"SDSS J130208.16-033710.5" 195.53404 -3.6196 3.718 3.061 3.641 3.4668 20.95 0.15
"SDSS J130209.30+134519.9" 195.53877 13.7555 3.298 2.926 3.227 nan nan nan
"SDSS J130215.71+550553.5" 195.56553 55.0982 4.461 3.608 4.370 nan nan nan
"SDSS J130221.80-004638.1" 195.59085 -0.7773 2.704 2.520 2.643 nan nan nan
"[HB89] 1300+345" 195.59169 34.2835 2.899 2.308 2.835 nan nan nan
"SDSS J130222.86+284411.3" 195.59531 28.7365 2.540 2.307 2.482 nan nan nan
"SDSS J130227.52+445617.7" 195.61468 44.9383 3.619 2.546 3.543 nan nan nan
"SDSS J130234.33+572103.7" 195.64307 57.3510 3.112 2.705 3.045 nan nan nan
"SDSS J130238.90-013732.8" 195.66212 -1.6258 2.499 2.307 2.442 nan nan nan
"SDSS J130240.16+025457.6" 195.66734 2.9160 2.415 2.307 2.359 nan nan nan
"SDSS J130245.79+300232.8" 195.69084 30.0424 3.477 2.738 3.404 nan nan nan
"SDSS J130245.89+652028.0" 195.69123 65.3411 3.068 2.652 3.001 nan nan nan
"B2 1300+39" 195.70065 39.5006 2.443 2.307 2.387 nan nan nan
"SDSS J130255.09+465522.0" 195.72957 46.9228 3.161 2.337 3.093 nan nan nan
"SDSS J130259.60+433504.5" 195.74835 43.5846 3.909 3.031 3.828 3.3097 21.55 0.15
nan nan nan nan nan nan 3.3462 20.35 0.25
nan nan nan nan nan nan 3.7554 21.05 0.15
"SDSS J130304.24+450929.3" 195.76770 45.1582 3.045 2.692 2.979 nan nan nan
"SDSS J130309.57+595123.3" 195.78989 59.8565 2.355 2.307 2.300 nan nan nan
"SDSS J130326.77+603045.0" 195.86160 60.5125 3.176 2.307 3.107 2.3901 20.15 0.20
"SDSS J130334.92+575118.9" 195.89551 57.8552 2.588 2.307 2.529 nan nan nan
"SDSS J130348.94+002010.4" 195.95392 0.3362 3.647 3.210 3.571 nan nan nan
"SDSS J130355.12+445925.1" 195.97971 44.9903 4.020 3.515 3.938 nan nan nan
"SDSS J130420.71-020302.9" 196.08633 -2.0508 3.086 2.430 3.019 nan nan nan
"SDSS J130421.40+634114.4" 196.08925 63.6873 2.638 2.323 2.578 nan nan nan
"SDSS J130421.54+031138.1" 196.08978 3.1939 2.552 2.308 2.494 nan nan nan
"SDSS J130423.24+340438.0" 196.09685 34.0772 2.559 2.307 2.501 nan nan nan
"SDSS J130424.00-003757.1" 196.10001 -0.6325 3.029 2.355 2.963 nan nan nan
"SDSS J130426.14+120245.5" 196.10896 12.0460 2.977 2.307 2.912 nan nan nan
"SDSS J130439.03+341213.7" 196.16265 34.2038 3.154 2.571 3.086 nan nan nan
"SDSS J130448.83+121736.8" 196.20350 12.2936 3.120 2.460 3.052 nan nan nan
"SDSS J130452.57+023924.8" 196.21906 2.6569 3.648 2.257 3.572 3.2100 19.70 0.15
"SDSS J130456.80+654516.5" 196.23670 65.7546 2.619 2.307 2.560 nan nan nan
"SDSS J130458.40+384941.4" 196.24335 38.8282 3.176 2.750 3.107 nan nan nan
"SDSS J130501.20+343927.5" 196.25504 34.6577 2.943 2.577 2.878 nan nan nan
"SDSS J130501.32+472824.1" 196.25555 47.4734 3.560 2.790 3.485 nan nan nan
"SDSS J130502.28+052151.1" 196.25951 5.3642 4.086 3.208 4.003 3.6415 20.30 0.20
nan nan nan nan nan nan 3.6790 21.10 0.20
"SDSS J130502.66+112302.4" 196.26110 11.3840 3.197 2.774 3.128 nan nan nan
"SDSS J130508.36+140418.6" 196.28485 14.0718 2.387 2.307 2.331 nan nan nan
"SDSS J130509.55+412540.5" 196.28980 41.4279 3.025 2.384 2.959 nan nan nan
"SDSS J130511.63-014244.8" 196.29849 -1.7125 3.640 2.965 3.564 nan nan nan
"SDSS J130520.01+572950.7" 196.33343 57.4974 3.043 2.693 2.977 nan nan nan
"SDSS J130529.96+581724.8" 196.37486 58.2902 3.000 2.663 2.934 nan nan nan
"SDSS J130532.94+325518.1" 196.38731 32.9217 2.468 2.307 2.411 nan nan nan
"SDSS J130534.02+611754.0" 196.39175 61.2983 2.353 2.307 2.298 nan nan nan
"SDSS J130544.59+152604.9" 196.43582 15.4347 3.140 2.783 3.072 2.9759 20.40 0.15
"SDSS J130548.92+290228.1" 196.45387 29.0411 2.585 2.307 2.526 2.3855 20.30 0.20
"SDSS J130600.05+293335.8" 196.50021 29.5600 4.090 3.212 4.007 nan nan nan
"SDSS J130618.60+151017.8" 196.57753 15.1716 2.388 2.307 2.332 nan nan nan
"SDSS J130619.38+023658.9" 196.58079 2.6164 4.860 3.944 4.762 nan nan nan
"SDSS J130621.12+414234.8" 196.58802 41.7097 2.941 2.772 2.876 nan nan nan
"SDSS J130629.95+474132.3" 196.62479 47.6923 2.523 2.307 2.465 nan nan nan
"SDSS J130630.95-002451.9" 196.62896 -0.4144 3.055 2.307 2.988 nan nan nan
"SDSS J130631.02+133732.2" 196.62927 13.6256 2.480 2.307 2.423 nan nan nan
"SDSS J130634.60+523250.2" 196.64421 52.5473 2.569 2.307 2.510 2.4227 20.20 0.20
"SDSS J130643.05-013552.6" 196.67941 -1.5980 2.942 2.307 2.877 2.7730 20.60 0.15
"SDSS J130709.85+644817.7" 196.79117 64.8049 2.431 2.307 2.375 nan nan nan
"SDSS J130710.25+123021.6" 196.79272 12.5060 3.210 2.307 3.141 nan nan nan
"SDSS J130719.29+115218.8" 196.83041 11.8719 2.895 2.564 2.831 2.7739 20.50 0.20
"SDSS J130723.68+582950.1" 196.84872 58.4973 3.079 2.669 3.012 nan nan nan
"SDSS J130723.77+390858.7" 196.84907 39.1497 3.254 2.332 3.184 nan nan nan
"SDSS J130738.83+150752.0" 196.91180 15.1311 4.082 3.285 3.999 nan nan nan
"SDSS J130746.50+005055.9" 196.94376 0.8489 2.460 2.307 2.403 nan nan nan
"SDSS J130749.87+580451.5" 196.95782 58.0810 2.744 2.557 2.683 nan nan nan
"SDSS J130750.24-020340.7" 196.95938 -2.0613 2.769 2.384 2.707 nan nan nan
"SDSS J130756.73+042215.5" 196.98639 4.3710 3.022 2.307 2.956 nan nan nan
"SDSS J130800.35+630240.5" 197.00148 63.0446 3.119 2.510 3.051 nan nan nan
"SDSS J130807.61+154519.4" 197.03174 15.7554 2.428 2.307 2.372 nan nan nan
"SDSS J130828.42+584000.5" 197.11845 58.6668 3.092 2.387 3.025 nan nan nan
"SDSS J130900.50+504101.5" 197.25209 50.6838 2.805 2.439 2.743 nan nan nan
"SDSS J130907.92+025432.6" 197.28304 2.9091 2.940 2.307 2.875 nan nan nan
"SDSS J130917.12+165758.5" 197.32138 16.9662 4.714 3.821 4.619 3.9370 21.10 0.20
"SDSS J130918.11+402918.4" 197.32550 40.4885 3.420 2.599 3.347 2.8891 20.10 0.20
nan nan nan nan nan nan 3.0109 21.35 0.20
"SDSS J130928.82+473131.9" 197.37012 47.5255 3.015 2.307 2.949 2.8876 20.95 0.15
"SDSS J130931.03+051745.3" 197.37931 5.2959 3.077 2.384 3.010 nan nan nan
"SDSS J130932.96+634318.5" 197.38735 63.7218 3.142 2.731 3.074 nan nan nan
"SDSS J130934.18-033318.4" 197.39246 -3.5551 2.781 2.658 2.719 nan nan nan
"SDSS J130940.60+031826.7" 197.41921 3.3074 2.755 2.480 2.693 nan nan nan
"SDSS J130940.65+571057.5" 197.41940 57.1827 3.450 2.582 3.377 nan nan nan
"SDSS J130941.51+404757.1" 197.42296 40.7992 2.910 2.338 2.846 nan nan nan
"SDSS J130942.14-022652.2" 197.42564 -2.4479 2.579 2.307 2.520 nan nan nan
